NUMBER,MAG_AUTO,X_IMAGE,Y_IMAGE,CLASS_STAR,FLUX_RADIUS,RA_deg,Dec_deg,GAIA_RA,GAIA_Dec,GAIA_Rmag,Separation_arcsec
113314,20.315,15891.441,12593.932,0.955,2.139,9.071,-32.995,9.071,-32.995,19.080,0.492
113478,14.861,3431.297,12375.838,0.992,3.024,9.896,-33.007,9.896,-33.007,14.120,0.595
113491,19.841,9720.334,12608.596,0.915,2.034,9.479,-32.994,9.479,-32.995,18.476,0.312
113523,20.701,9388.871,12605.952,0.969,2.084,9.501,-32.995,9.501,-32.995,19.966,0.413
113560,21.121,12592.725,12636.894,0.971,2.085,9.289,-32.993,9.289,-32.993,19.821,0.307
113648,17.833,3733.460,12591.607,0.983,2.132,9.876,-32.995,9.876,-32.995,17.092,0.594
113682,21.203,13329.893,12661.793,0.968,2.079,9.240,-32.991,9.240,-32.991,20.186,0.426
113789,20.691,1781.020,12671.421,0.965,2.044,10.005,-32.990,10.005,-32.990,19.274,0.481
113807,19.528,15426.080,12659.177,0.925,2.159,9.101,-32.991,9.101,-32.991,17.854,0.500
113911,19.427,11820.422,12658.310,0.888,2.441,9.340,-32.992,9.340,-32.992,19.005,0.294
113917,18.872,7532.273,12652.447,0.997,2.148,9.624,-32.992,9.624,-32.992,17.552,0.530
113976,19.706,2337.160,12677.801,0.942,2.091,9.968,-32.990,9.968,-32.990,19.337,0.499
114008,19.442,6181.845,12673.993,0.868,2.468,9.714,-32.991,9.714,-32.991,18.632,0.418
114027,19.494,15053.090,12668.357,0.905,2.138,9.126,-32.991,9.126,-32.991,18.101,0.417
114063,20.781,8864.374,12708.636,0.972,1.988,9.536,-32.989,9.536,-32.989,19.498,0.460
114109,19.877,2856.200,12691.458,0.882,2.202,9.934,-32.989,9.934,-32.989,19.403,0.575
114151,21.062,3036.479,12717.015,0.965,2.084,9.922,-32.988,9.922,-32.988,20.540,0.569
114181,19.198,10502.481,12699.366,0.943,2.006,9.427,-32.989,9.428,-32.989,17.323,0.224
114256,19.260,11374.019,12710.181,0.974,1.996,9.370,-32.989,9.370,-32.989,18.304,0.310
114320,17.588,11810.771,12653.150,0.939,2.160,9.341,-32.992,9.341,-32.992,17.052,0.317
114506,19.591,10180.041,12737.636,0.893,2.073,9.449,-32.987,9.449,-32.987,18.284,0.237
114509,21.220,10834.546,12763.836,0.975,2.009,9.406,-32.986,9.406,-32.986,20.645,0.280
114588,16.056,14874.273,12572.236,0.995,2.081,9.138,-32.996,9.138,-32.996,15.387,0.466
114589,21.096,4947.331,12771.574,0.969,1.970,9.795,-32.985,9.796,-32.985,20.405,0.496
114613,14.591,17084.752,12488.696,0.979,3.149,8.991,-33.000,8.992,-33.000,13.882,0.585
114733,20.496,8423.088,12779.084,0.980,2.038,9.565,-32.985,9.565,-32.985,19.230,0.577
114744,16.749,3616.369,12632.007,0.970,2.187,9.884,-32.993,9.884,-32.993,15.897,0.618
114767,20.062,13318.639,12781.186,0.931,2.104,9.241,-32.985,9.241,-32.985,18.529,0.411
114823,18.175,11183.197,12745.431,0.977,2.045,9.382,-32.987,9.382,-32.987,17.550,0.281
114851,21.766,17096.748,12819.312,0.983,2.126,8.991,-32.982,8.991,-32.982,20.201,0.549
114922,20.021,13309.103,12800.013,0.931,2.085,9.242,-32.984,9.242,-32.984,18.645,0.389
115004,19.709,9688.522,12808.231,0.882,2.406,9.481,-32.983,9.481,-32.983,18.107,0.288
115110,21.114,14657.717,12834.400,0.980,2.048,9.152,-32.981,9.152,-32.982,19.811,0.451
115379,21.536,3091.890,12893.109,0.945,2.250,9.918,-32.978,9.918,-32.978,19.489,0.576
115550,16.411,13147.473,12632.828,0.986,2.196,9.252,-32.993,9.252,-32.993,15.875,0.376
115557,16.108,9103.839,12860.569,0.993,2.168,9.520,-32.980,9.520,-32.980,14.390,0.100
115629,21.692,15776.475,12921.340,0.980,2.054,9.078,-32.976,9.078,-32.977,19.439,0.456
115742,17.870,5480.815,12879.388,0.883,2.101,9.760,-32.979,9.760,-32.979,15.671,0.363
115832,14.412,10164.503,12621.304,0.981,3.663,9.450,-32.994,9.450,-32.994,13.364,0.203
115845,16.233,5482.959,12761.048,0.858,2.068,9.760,-32.986,9.760,-32.986,15.757,0.412
115895,18.116,6142.903,12876.433,0.863,2.177,9.716,-32.979,9.716,-32.980,17.375,0.367
116018,17.566,2376.416,12850.962,0.894,2.187,9.966,-32.980,9.966,-32.980,14.744,0.428
116021,18.630,9130.425,12794.404,0.892,13.714,9.518,-32.984,9.519,-32.984,19.091,0.465
116129,18.251,8201.746,12936.182,0.891,2.171,9.580,-32.976,9.580,-32.976,17.331,0.558
116263,19.065,6855.079,12956.830,0.880,2.127,9.669,-32.975,9.669,-32.975,18.653,0.438
116299,19.331,6903.079,12964.640,0.940,2.123,9.666,-32.975,9.666,-32.975,18.004,0.448
116312,18.965,3731.738,12987.079,0.956,2.104,9.876,-32.973,9.876,-32.973,17.789,0.605
116409,21.188,15289.335,13033.947,0.981,2.091,9.111,-32.970,9.111,-32.970,20.673,0.499
116497,17.733,15918.862,12949.979,0.848,2.246,9.069,-32.975,9.069,-32.975,16.381,0.487
116546,21.009,8016.124,13045.930,0.989,2.005,9.592,-32.970,9.592,-32.970,19.252,0.544
116593,18.807,9055.704,12938.410,0.939,2.674,9.523,-32.976,9.523,-32.976,18.350,0.521
116600,16.714,10479.272,12918.408,0.971,2.132,9.429,-32.977,9.429,-32.977,16.130,0.261
116601,20.107,8572.455,13035.308,0.919,2.038,9.555,-32.971,9.555,-32.971,18.754,0.583
116613,20.492,8828.301,13045.613,0.956,2.024,9.538,-32.970,9.539,-32.970,18.887,0.567
116688,21.782,13536.820,13073.447,0.972,2.060,9.227,-32.968,9.227,-32.968,19.440,0.400
116730,14.543,13186.818,12762.111,0.981,3.305,9.250,-32.986,9.250,-32.986,13.675,0.393
116806,15.638,3888.822,12853.105,0.999,2.308,9.866,-32.980,9.866,-32.981,15.037,0.619
116889,17.934,3672.696,13035.476,0.914,2.138,9.880,-32.970,9.880,-32.970,17.392,0.591
116900,17.669,3012.920,13027.488,0.926,2.146,9.923,-32.971,9.924,-32.971,17.202,0.582
116966,15.422,6740.036,12873.320,0.998,2.526,9.677,-32.980,9.677,-32.980,14.780,0.437
117071,15.900,14560.683,12924.390,0.996,2.087,9.159,-32.976,9.159,-32.977,15.368,0.444
117127,20.744,14713.224,13117.113,0.974,2.087,9.149,-32.966,9.149,-32.966,18.880,0.457
117138,19.565,15577.186,13102.858,0.929,2.162,9.091,-32.966,9.092,-32.966,17.729,0.465
117155,19.893,4908.537,13106.233,0.889,2.055,9.798,-32.967,9.798,-32.967,18.152,0.491
117241,18.933,9179.232,13110.297,0.932,2.064,9.515,-32.967,9.515,-32.967,18.102,0.489
117289,19.724,5621.718,13124.430,0.955,2.048,9.751,-32.966,9.751,-32.966,19.305,0.436
117546,19.081,3735.812,13145.608,0.915,2.089,9.876,-32.964,9.876,-32.964,17.829,0.609
117576,19.791,5955.062,13163.715,0.940,2.075,9.729,-32.963,9.729,-32.964,19.341,0.432
117675,16.488,2800.465,13021.578,0.874,2.257,9.938,-32.971,9.938,-32.971,15.802,0.527
117683,19.706,16439.766,13170.287,0.890,2.205,9.034,-32.962,9.035,-32.962,18.779,0.503
117692,16.442,9371.939,13034.578,0.929,2.217,9.502,-32.971,9.502,-32.971,15.761,0.374
117773,20.971,3444.648,13208.531,0.977,2.017,9.895,-32.961,9.895,-32.961,19.147,0.603
117781,14.281,8941.928,12891.026,0.983,4.012,9.531,-32.979,9.531,-32.979,12.989,0.447
117806,17.418,15903.458,13132.034,0.934,2.263,9.070,-32.965,9.070,-32.965,16.834,0.469
117851,17.303,5379.826,13114.586,0.876,2.128,9.767,-32.966,9.767,-32.966,16.450,0.468
117916,20.997,2441.655,13225.261,0.978,2.001,9.961,-32.959,9.961,-32.959,19.113,0.502
117999,18.723,2644.660,13155.237,0.915,2.079,9.948,-32.963,9.948,-32.963,17.457,0.533
118056,15.752,1491.727,13116.748,0.999,2.230,10.024,-32.965,10.024,-32.965,14.013,0.586
118086,21.089,4905.154,13244.192,0.965,2.082,9.798,-32.959,9.798,-32.959,20.597,0.523
118123,20.059,15807.922,13236.822,0.928,2.185,9.076,-32.959,9.076,-32.959,18.579,0.498
118126,18.822,14740.722,13206.593,0.888,2.201,9.147,-32.961,9.147,-32.961,17.918,0.460
118189,19.854,6042.348,13245.398,0.958,2.044,9.723,-32.959,9.723,-32.959,19.265,0.417
118296,19.595,12469.419,13228.422,0.899,2.060,9.297,-32.960,9.297,-32.960,17.565,0.335
118499,21.286,9217.444,13300.014,0.968,2.006,9.513,-32.956,9.513,-32.956,19.919,0.477
118549,13.827,9084.612,12842.990,0.878,5.268,9.521,-32.981,9.521,-32.981,12.149,0.091
118552,21.607,6166.201,13318.278,0.977,2.032,9.715,-32.955,9.715,-32.955,19.500,0.414
118572,19.002,12920.601,13288.866,0.911,2.100,9.267,-32.956,9.267,-32.957,17.747,0.353
118653,20.902,13742.834,13327.671,0.981,2.024,9.213,-32.954,9.213,-32.954,20.259,0.384
118655,18.775,16105.518,13284.107,0.865,2.290,9.057,-32.956,9.057,-32.956,17.719,0.443
118670,19.821,11890.609,13299.335,0.910,2.093,9.336,-32.956,9.336,-32.956,18.248,0.339
118730,18.563,3707.285,13293.612,0.921,2.112,9.877,-32.956,9.878,-32.956,17.331,0.605
118809,21.386,4917.997,13347.163,0.982,1.982,9.797,-32.953,9.797,-32.953,19.331,0.487
118810,21.009,5872.524,13345.336,0.965,2.004,9.734,-32.953,9.734,-32.953,19.658,0.408
118900,17.731,10281.422,13259.424,0.983,2.090,9.442,-32.958,9.442,-32.958,16.990,0.265
118906,16.695,2874.245,13191.339,0.909,2.191,9.933,-32.961,9.933,-32.961,16.253,0.558
119010,15.698,7635.506,13146.171,0.994,2.250,9.617,-32.965,9.617,-32.965,15.079,0.540
119014,18.290,14730.322,13316.234,0.988,2.169,9.148,-32.955,9.148,-32.955,17.544,0.444
119015,20.908,12558.288,13363.853,0.968,2.070,9.291,-32.952,9.291,-32.952,20.309,0.317
119025,21.895,4691.756,13383.239,0.978,2.002,9.812,-32.951,9.812,-32.951,19.697,0.559
119163,21.261,12836.054,13387.442,0.980,2.060,9.273,-32.951,9.273,-32.951,19.471,0.318
119228,21.091,16238.519,13396.960,0.935,2.298,9.048,-32.950,9.048,-32.950,19.541,0.500
119294,18.499,2002.142,13360.855,0.901,2.170,9.990,-32.952,9.990,-32.952,17.453,0.468
119313,20.306,7440.974,13398.247,0.908,2.203,9.630,-32.951,9.630,-32.951,18.621,0.467
119334,17.567,14080.737,13331.148,0.889,2.173,9.191,-32.954,9.191,-32.954,16.986,0.418
119345,15.526,4056.469,13210.611,0.998,2.347,9.854,-32.961,9.854,-32.961,14.934,0.593
119399,20.448,7830.413,13354.621,0.940,2.051,9.604,-32.953,9.605,-32.953,19.861,0.552
119529,18.859,16266.321,13385.665,0.918,3.073,9.046,-32.950,9.046,-32.951,18.283,0.595
119549,18.415,16156.106,13392.510,0.972,2.263,9.053,-32.950,9.053,-32.950,17.934,0.464
119667,20.115,8593.791,13442.920,0.970,2.049,9.554,-32.948,9.554,-32.948,19.375,0.564
119686,18.664,6223.149,13424.841,0.903,2.132,9.711,-32.949,9.711,-32.949,18.140,0.386
119753,21.157,14133.199,13465.685,0.975,2.152,9.187,-32.946,9.187,-32.947,21.005,0.457
119767,15.765,9283.368,13262.743,0.993,2.180,9.508,-32.958,9.508,-32.958,15.054,0.478
119823,16.096,4244.648,13272.575,0.946,2.058,9.842,-32.957,9.842,-32.957,14.829,0.512
119861,20.177,6710.982,13467.658,0.979,2.004,9.679,-32.947,9.679,-32.947,18.380,0.446
119947,15.769,14960.524,13289.045,0.997,2.161,9.132,-32.956,9.132,-32.956,14.324,0.456
120010,17.993,15783.410,13423.569,0.950,2.233,9.078,-32.948,9.078,-32.949,17.407,0.454
120231,20.750,11769.649,13508.343,0.914,2.127,9.344,-32.944,9.344,-32.944,20.155,0.317
120327,17.766,9919.558,13452.367,0.991,2.080,9.466,-32.948,9.466,-32.948,16.162,0.314
120439,16.622,5045.258,13390.354,0.905,2.206,9.789,-32.951,9.789,-32.951,15.614,0.479
120472,16.892,5660.117,13451.974,0.856,2.187,9.748,-32.947,9.748,-32.947,16.381,0.414
120711,19.035,17124.398,13537.712,0.912,2.311,8.989,-32.942,8.989,-32.942,18.158,0.560
120732,18.874,2561.896,13564.048,0.942,2.183,9.953,-32.941,9.953,-32.941,17.496,0.506
120748,18.829,1556.527,13554.298,0.891,2.132,10.020,-32.941,10.020,-32.941,18.300,0.452
120758,17.371,11287.478,13484.243,0.918,2.078,9.376,-32.946,9.376,-32.946,16.463,0.279
120786,19.758,12077.565,13582.731,0.918,2.071,9.323,-32.940,9.323,-32.940,18.273,0.316
120816,19.297,14360.508,13583.114,0.918,2.121,9.172,-32.940,9.172,-32.940,18.158,0.408
120849,18.116,2231.589,13547.676,0.930,2.138,9.975,-32.941,9.975,-32.942,17.305,0.475
121034,18.564,5058.236,13591.366,0.904,2.113,9.788,-32.940,9.788,-32.940,18.135,0.470
121087,20.323,13824.298,13632.574,0.972,2.002,9.208,-32.937,9.208,-32.937,18.675,0.364
121090,17.517,8636.707,13514.991,0.882,2.155,9.551,-32.944,9.551,-32.944,16.154,0.586
121161,20.456,5621.819,13624.795,0.951,2.105,9.751,-32.938,9.751,-32.938,18.969,0.446
121216,21.072,7637.552,13649.801,0.966,2.047,9.617,-32.937,9.617,-32.937,20.006,0.543
121218,21.546,3514.195,13662.736,0.976,2.087,9.890,-32.935,9.890,-32.935,19.265,0.597
121373,20.244,12315.489,13673.374,0.969,2.040,9.308,-32.935,9.308,-32.935,19.647,0.324
121444,21.095,10406.516,13689.819,0.981,1.946,9.434,-32.934,9.434,-32.934,19.380,0.268
121819,20.273,2828.157,13728.253,0.977,2.056,9.936,-32.932,9.936,-32.932,19.442,0.570
121876,18.402,8568.233,13692.346,0.936,2.154,9.556,-32.934,9.556,-32.934,17.795,0.596
121924,19.476,2532.536,13722.638,0.881,2.145,9.955,-32.932,9.955,-32.932,18.972,0.538
122120,15.934,6705.898,13578.701,0.998,2.174,9.679,-32.940,9.679,-32.941,15.403,0.452
122146,18.410,8482.629,13728.806,0.857,2.141,9.561,-32.932,9.561,-32.932,17.812,0.595
122156,20.363,2842.224,13773.581,0.913,2.114,9.935,-32.929,9.935,-32.929,19.330,0.548
122163,20.651,10054.732,13776.065,0.956,2.032,9.457,-32.930,9.457,-32.930,19.675,0.293
122316,14.701,15965.873,13533.989,0.978,3.109,9.066,-32.942,9.066,-32.942,13.832,0.482
122362,20.602,15269.845,13811.923,0.965,2.162,9.112,-32.927,9.112,-32.927,19.819,0.422
122695,17.863,6271.570,13790.614,0.868,2.180,9.708,-32.929,9.708,-32.929,17.156,0.371
122698,19.880,17040.144,13838.917,0.913,2.271,8.995,-32.925,8.995,-32.925,19.020,0.545
122699,21.111,5795.503,13861.069,0.976,2.011,9.739,-32.925,9.739,-32.925,18.634,0.413
122791,21.014,14578.689,13872.750,0.979,2.067,9.158,-32.924,9.158,-32.924,19.829,0.444
122982,15.918,6473.326,13690.655,0.993,2.158,9.694,-32.934,9.694,-32.934,15.309,0.409
123189,17.829,3439.718,13841.560,0.860,2.194,9.895,-32.925,9.895,-32.926,17.378,0.592
123192,15.628,14446.299,13751.659,0.998,2.254,9.167,-32.931,9.167,-32.931,14.925,0.392
123247,19.668,14466.565,13731.228,0.922,5.525,9.165,-32.932,9.165,-32.932,19.927,0.442
123446,18.182,14377.025,13791.815,0.883,2.226,9.171,-32.928,9.171,-32.928,17.516,0.402
123473,15.246,8298.825,13697.672,0.996,2.628,9.573,-32.934,9.574,-32.934,14.645,0.607
123491,15.487,11528.620,13730.480,0.999,2.303,9.360,-32.932,9.360,-32.932,14.756,0.325
123493,17.251,14334.628,13805.301,0.855,2.208,9.174,-32.928,9.174,-32.928,16.369,0.368
123510,19.602,11258.143,13945.440,0.949,2.039,9.378,-32.920,9.378,-32.920,19.182,0.328
123571,15.073,8408.048,13736.783,0.996,2.772,9.566,-32.932,9.566,-32.932,14.041,0.636
123595,19.452,8575.527,13909.993,0.902,2.090,9.555,-32.922,9.555,-32.922,18.687,0.603
123765,20.698,7490.261,13978.731,0.930,2.100,9.627,-32.918,9.627,-32.918,20.014,0.552
123783,15.645,7203.869,13421.920,0.998,2.402,9.646,-32.949,9.646,-32.949,14.859,0.417
123911,19.220,2725.421,13978.943,0.884,2.112,9.942,-32.918,9.942,-32.918,18.561,0.555
124185,11.685,10821.042,13239.554,0.845,17.303,9.406,-32.959,9.407,-32.959,10.499,0.343
124246,16.851,3188.820,13876.494,0.964,2.228,9.912,-32.923,9.912,-32.924,16.418,0.598
124288,17.903,12167.246,13994.950,0.887,2.196,9.317,-32.917,9.317,-32.917,16.987,0.349
124405,21.175,7339.869,14060.916,0.968,2.042,9.637,-32.914,9.637,-32.914,19.735,0.517
124466,16.975,7830.605,13944.663,0.868,2.185,9.604,-32.920,9.605,-32.920,16.361,0.558
124592,19.944,15601.440,14073.659,0.940,2.163,9.090,-32.912,9.090,-32.913,18.964,0.485
124595,17.781,14591.033,14033.682,0.903,2.183,9.157,-32.915,9.157,-32.915,16.417,0.406
124711,19.029,7767.708,14065.042,0.900,2.134,9.609,-32.914,9.609,-32.914,18.550,0.559
124796,20.207,15597.803,14101.148,0.919,2.213,9.090,-32.911,9.090,-32.911,19.621,0.440
124846,17.867,8247.879,14033.033,0.887,2.154,9.577,-32.915,9.577,-32.915,17.018,0.609
124878,21.113,10221.532,14126.052,0.981,1.941,9.446,-32.910,9.446,-32.910,19.260,0.309
125016,21.449,2927.259,14145.161,0.980,1.999,9.929,-32.908,9.929,-32.909,19.395,0.609
125144,19.697,8947.446,14127.042,0.897,2.312,9.530,-32.910,9.531,-32.910,18.799,0.583
125175,19.742,9119.284,14145.085,0.919,2.079,9.519,-32.909,9.519,-32.909,18.649,0.548
125187,20.746,7485.333,14164.901,0.975,2.020,9.627,-32.908,9.627,-32.908,19.108,0.510
125224,20.228,12782.853,14164.591,0.928,2.124,9.277,-32.908,9.277,-32.908,19.706,0.338
125267,20.574,1736.358,14172.459,0.944,2.060,10.008,-32.907,10.008,-32.907,18.553,0.470
125344,21.662,3179.492,14195.630,0.981,1.923,9.912,-32.906,9.912,-32.906,19.694,0.665
125381,20.055,11477.157,14113.237,0.880,2.112,9.363,-32.911,9.363,-32.911,18.106,0.319
125433,20.636,16880.731,14192.884,0.932,2.266,9.006,-32.905,9.006,-32.906,18.985,0.514
125444,18.259,13537.644,14149.655,0.963,2.137,9.227,-32.909,9.227,-32.909,17.226,0.370
125539,19.924,2807.927,14195.747,0.926,2.086,9.937,-32.906,9.937,-32.906,18.394,0.566
125551,13.267,10978.703,13511.331,0.855,6.783,9.396,-32.944,9.396,-32.944,12.379,0.263
125561,16.541,16679.697,14033.527,0.932,2.377,9.019,-32.914,9.019,-32.914,15.583,0.477
125675,16.759,3302.472,14065.073,0.995,2.187,9.904,-32.913,9.904,-32.913,15.998,0.640
125710,19.189,14882.366,14191.772,0.950,2.161,9.138,-32.906,9.138,-32.906,17.372,0.382
125838,21.004,5658.436,14248.235,0.964,2.036,9.748,-32.903,9.748,-32.903,20.108,0.418
125890,20.610,16892.289,14251.034,0.964,2.264,9.005,-32.902,9.005,-32.902,19.886,0.537
125964,16.853,8936.040,14160.036,0.860,2.179,9.531,-32.908,9.531,-32.908,16.303,0.588
125990,20.382,14398.669,14248.811,0.972,2.080,9.170,-32.903,9.170,-32.903,19.312,0.406
126046,21.135,8706.043,14269.642,0.971,2.077,9.546,-32.902,9.547,-32.902,19.417,0.639
126082,20.842,1805.117,14267.575,0.973,2.078,10.003,-32.901,10.003,-32.901,19.572,0.485
126188,15.799,6802.972,14083.267,0.997,2.204,9.672,-32.912,9.672,-32.913,14.979,0.479
126244,17.607,15357.990,14200.837,0.872,2.267,9.106,-32.905,9.106,-32.906,17.102,0.416
126305,19.744,10165.552,14292.288,0.895,2.046,9.450,-32.901,9.450,-32.901,19.331,0.332
126366,21.249,14355.013,14315.378,0.978,2.077,9.173,-32.899,9.173,-32.899,19.610,0.425
126427,20.905,8520.714,14315.777,0.976,2.013,9.559,-32.900,9.559,-32.900,19.789,0.621
126450,18.197,11466.689,14267.585,0.920,2.091,9.364,-32.902,9.364,-32.902,17.548,0.325
126453,20.824,13762.161,14316.897,0.978,2.052,9.212,-32.899,9.212,-32.899,19.831,0.361
126527,20.512,14171.897,14305.221,0.963,2.077,9.185,-32.900,9.185,-32.900,19.398,0.406
126537,18.225,7074.553,14256.135,0.856,2.199,9.654,-32.903,9.654,-32.903,17.738,0.448
126650,18.525,13197.034,14267.249,0.914,2.156,9.249,-32.902,9.249,-32.902,18.035,0.362
126790,17.677,12297.769,14289.059,0.881,2.181,9.309,-32.901,9.309,-32.901,17.042,0.345
126864,21.527,4451.450,14380.230,0.973,2.038,9.828,-32.896,9.828,-32.896,19.455,0.589
127050,16.453,9489.608,14211.523,0.957,2.219,9.495,-32.905,9.495,-32.906,15.904,0.449
127071,18.409,4858.824,14355.487,0.878,2.079,9.801,-32.897,9.801,-32.897,16.953,0.530
127112,20.698,16998.775,14405.170,0.896,2.402,8.998,-32.894,8.998,-32.894,19.838,0.514
127210,18.515,7185.727,14376.970,0.936,2.109,9.647,-32.896,9.647,-32.896,16.951,0.467
127386,14.444,4212.888,14138.383,0.978,3.669,9.844,-32.909,9.844,-32.909,13.548,0.429
127439,21.647,3680.358,14459.051,0.942,2.120,9.879,-32.891,9.879,-32.891,20.052,0.643
127475,20.976,11577.549,14425.723,0.942,2.105,9.356,-32.893,9.357,-32.894,19.782,0.337
127600,17.008,11612.773,14328.112,0.934,2.233,9.354,-32.899,9.354,-32.899,15.780,0.350
127606,16.737,11345.161,13789.097,0.904,41.211,9.372,-32.929,9.372,-32.929,17.363,0.292
127607,12.707,4241.322,13801.366,0.845,9.364,9.842,-32.928,9.842,-32.928,11.664,0.697
127667,20.600,10900.752,14469.545,0.944,2.080,9.401,-32.891,9.401,-32.891,18.917,0.324
127676,20.651,3902.045,14477.624,0.945,2.115,9.864,-32.890,9.864,-32.890,18.753,0.632
127690,14.700,8749.967,14194.037,0.981,3.318,9.544,-32.906,9.544,-32.907,13.879,0.615
127722,21.815,13765.682,14498.079,0.981,2.093,9.212,-32.889,9.212,-32.889,19.869,0.372
127741,14.062,8596.746,14121.624,0.975,4.600,9.554,-32.910,9.554,-32.911,12.999,0.600
127819,21.162,6216.776,14507.069,0.975,2.100,9.711,-32.889,9.711,-32.889,19.155,0.452
127897,19.624,8453.236,14489.681,0.895,2.135,9.563,-32.890,9.563,-32.890,17.456,0.581
127934,20.532,10132.738,14506.966,0.918,2.770,9.452,-32.889,9.452,-32.889,18.968,0.272
128036,12.412,12590.263,13829.819,0.845,10.226,9.289,-32.926,9.289,-32.927,11.393,0.449
128039,18.044,5449.328,14477.625,0.992,2.188,9.762,-32.890,9.762,-32.890,17.535,0.439
128082,17.463,15188.838,14437.744,0.989,2.323,9.118,-32.892,9.118,-32.892,17.020,0.429
128096,18.742,5373.565,14505.122,0.894,2.148,9.767,-32.889,9.767,-32.889,17.030,0.438
128246,19.553,11733.477,14384.774,0.944,3.760,9.346,-32.896,9.346,-32.896,19.324,0.283
128284,21.438,7495.067,14563.755,0.980,2.074,9.627,-32.886,9.627,-32.886,19.691,0.533
128285,21.008,2686.058,14561.250,0.964,2.139,9.945,-32.885,9.945,-32.885,19.266,0.603
128316,19.787,8352.935,14547.282,0.912,2.153,9.570,-32.887,9.570,-32.887,18.740,0.596
128385,19.656,5010.096,14544.624,0.885,2.207,9.791,-32.887,9.791,-32.887,17.912,0.489
128704,20.385,3889.876,14610.256,0.953,2.110,9.865,-32.883,9.865,-32.883,19.193,0.651
128892,14.370,4327.957,13675.155,0.983,3.905,9.836,-32.935,9.836,-32.935,13.271,0.442
128967,15.707,15648.914,14425.229,0.997,2.381,9.087,-32.893,9.087,-32.893,15.152,0.467
129055,14.313,11664.250,14365.690,0.973,3.641,9.351,-32.897,9.351,-32.897,13.502,0.343
129166,20.539,12468.390,14672.440,0.958,2.106,9.298,-32.880,9.298,-32.880,19.067,0.331
129282,19.801,3320.327,14676.871,0.894,2.162,9.903,-32.879,9.903,-32.879,18.759,0.634
129321,21.134,7736.583,14701.203,0.956,2.161,9.611,-32.878,9.611,-32.878,19.516,0.585
129328,18.360,11642.866,14313.020,0.886,2.528,9.352,-32.900,9.352,-32.900,17.942,0.365
129367,17.148,10678.629,13157.432,0.874,133.392,9.416,-32.964,9.416,-32.964,18.299,0.251
129435,20.119,12314.647,14704.033,0.948,2.127,9.308,-32.878,9.308,-32.878,18.544,0.333
129478,18.659,7959.525,14677.631,0.860,2.263,9.596,-32.880,9.596,-32.880,16.995,0.516
129502,20.526,11328.793,14709.881,0.959,2.094,9.373,-32.878,9.373,-32.878,18.963,0.376
129548,16.021,16067.599,14527.185,0.988,2.467,9.059,-32.887,9.060,-32.887,15.579,0.483
129591,17.399,6362.543,14623.221,0.950,2.234,9.701,-32.882,9.702,-32.883,15.889,0.399
129646,19.095,6109.190,14717.151,0.875,2.177,9.718,-32.877,9.718,-32.877,17.838,0.399
129687,20.241,12788.507,14749.531,0.929,2.140,9.276,-32.875,9.276,-32.875,19.199,0.293
