NUMBER,MAG_AUTO,X_IMAGE,Y_IMAGE,CLASS_STAR,FLUX_RADIUS,RA_deg,Dec_deg,GAIA_RA,GAIA_Dec,GAIA_Gmag,GAIA_StarProb,Separation_arcsec
26340,21.396,7807.049,18306.023,0.978,1.967,9.606,-32.678,9.606,-32.678,21.092,0.999,0.591
26373,20.430,16167.684,18176.445,0.864,2.438,9.054,-32.684,9.054,-32.684,20.204,1.000,0.499
26414,18.179,13985.307,15746.293,0.953,2.276,9.197,-32.820,9.197,-32.820,18.259,1.000,0.297
26419,16.683,5277.887,18118.598,0.929,2.324,9.773,-32.688,9.773,-32.688,16.672,1.000,0.487
26444,19.942,10926.635,18277.869,0.948,2.230,9.400,-32.680,9.400,-32.680,19.525,1.000,0.727
26458,21.174,16436.559,18046.049,0.970,2.331,9.036,-32.692,9.036,-32.692,20.067,1.000,0.438
26468,20.884,8160.860,18243.324,0.973,2.473,9.582,-32.681,9.582,-32.682,20.959,0.998,0.642
26469,16.947,13426.719,18222.059,0.955,2.434,9.235,-32.682,9.235,-32.682,16.994,1.000,0.337
26475,18.784,10291.925,18167.137,0.923,2.245,9.442,-32.686,9.442,-32.686,18.478,1.000,0.668
26478,19.442,14801.622,18223.273,0.889,2.391,9.144,-32.682,9.144,-32.682,19.396,1.000,0.501
26480,20.095,14734.544,18217.285,0.951,2.363,9.148,-32.682,9.148,-32.683,20.058,1.000,0.495
26485,18.580,3347.155,18205.766,0.876,2.286,9.900,-32.683,9.900,-32.683,18.006,0.999,0.501
26510,21.335,10501.423,18175.893,0.983,2.112,9.428,-32.685,9.428,-32.685,20.647,1.000,0.750
26522,21.564,14874.847,18063.164,0.912,2.272,9.139,-32.691,9.139,-32.691,20.891,0.999,0.468
26544,19.241,7030.233,18116.271,0.926,2.221,9.657,-32.688,9.657,-32.689,18.805,1.000,0.459
26552,18.930,1538.212,18150.877,0.884,2.224,10.019,-32.686,10.020,-32.686,18.921,1.000,0.387
26585,17.351,16763.812,15738.755,0.980,2.441,9.014,-32.820,9.014,-32.820,17.346,1.000,0.406
26594,14.625,13625.285,15664.994,0.986,3.111,9.221,-32.824,9.221,-32.824,14.421,1.000,0.285
26608,15.373,3115.428,18085.477,0.999,2.393,9.915,-32.690,9.916,-32.690,15.312,1.000,0.528
26654,16.274,11994.701,18025.107,0.992,2.350,9.329,-32.693,9.329,-32.694,16.339,1.000,0.551
26656,17.652,17189.711,17899.707,0.982,2.498,8.986,-32.699,8.986,-32.700,17.660,1.000,0.427
26661,17.797,6442.057,17974.014,0.873,2.280,9.696,-32.696,9.696,-32.696,17.441,1.000,0.437
26680,20.979,15579.113,18049.379,0.937,2.347,9.093,-32.692,9.093,-32.692,20.782,1.000,0.545
26684,20.286,14730.899,18064.346,0.962,2.312,9.149,-32.691,9.149,-32.691,19.885,1.000,0.487
26699,16.882,4368.787,17896.680,0.906,3.163,9.833,-32.700,9.833,-32.700,17.181,1.000,0.507
26703,18.948,6801.555,17989.287,0.945,2.182,9.672,-32.695,9.672,-32.696,18.432,1.000,0.487
26713,12.081,4407.574,17959.111,0.845,13.069,9.830,-32.697,9.830,-32.697,11.621,1.000,0.871
26751,19.306,16860.826,18013.430,0.908,2.409,9.008,-32.693,9.008,-32.693,19.265,1.000,0.408
26764,18.652,12563.951,17971.404,0.875,2.319,9.292,-32.696,9.292,-32.696,17.890,0.999,0.417
26809,19.692,8618.255,17882.832,0.940,2.187,9.552,-32.701,9.552,-32.702,19.152,1.000,0.673
26834,21.470,7014.839,15763.902,0.974,1.924,9.658,-32.819,9.658,-32.819,20.759,1.000,0.493
26879,20.898,10220.211,15540.196,0.979,1.940,9.446,-32.832,9.446,-32.832,20.214,1.000,0.362
26881,20.806,10085.073,17910.982,0.983,2.125,9.455,-32.700,9.455,-32.700,20.558,1.000,0.629
26902,19.557,15426.097,12659.144,0.962,2.098,9.101,-32.991,9.101,-32.991,18.996,1.000,0.496
26908,20.243,3432.580,17767.055,0.970,2.198,9.895,-32.707,9.895,-32.707,20.052,1.000,0.449
26909,21.234,4853.204,17894.435,0.982,2.199,9.801,-32.700,9.801,-32.701,20.652,1.000,0.506
26913,16.017,3037.336,17875.035,0.973,2.410,9.921,-32.701,9.921,-32.701,16.067,1.000,0.478
26923,21.392,8396.755,17837.451,0.854,2.645,9.567,-32.704,9.567,-32.704,21.018,1.000,0.588
26932,19.520,13533.346,17842.025,0.950,2.318,9.228,-32.703,9.228,-32.704,19.481,1.000,0.349
26933,14.066,5404.083,17794.258,0.979,4.344,9.764,-32.706,9.764,-32.706,13.749,1.000,0.353
26977,16.517,8135.201,17536.947,0.993,2.290,9.584,-32.721,9.584,-32.721,16.185,0.998,0.529
26988,22.194,5593.918,17814.521,0.975,2.065,9.752,-32.705,9.752,-32.705,20.892,1.000,0.481
27009,21.772,2635.340,17824.176,0.979,2.094,9.947,-32.704,9.947,-32.704,20.981,1.000,0.443
27017,19.903,4612.941,15777.319,0.980,2.052,9.817,-32.818,9.817,-32.818,19.377,1.000,0.600
27051,14.182,17078.906,17665.703,0.972,3.952,8.994,-32.713,8.994,-32.713,13.851,1.000,0.377
27074,18.686,2126.061,15772.029,0.924,2.170,9.981,-32.818,9.981,-32.818,18.488,1.000,0.445
27091,21.697,16784.934,15811.831,0.963,2.231,9.012,-32.816,9.012,-32.816,20.955,0.999,0.431
27094,20.318,6945.189,17748.873,0.979,2.142,9.663,-32.709,9.663,-32.709,19.922,1.000,0.453
27099,17.996,5481.334,17726.168,0.936,2.237,9.759,-32.710,9.759,-32.710,17.707,0.999,0.489
27129,19.398,1838.043,17670.051,0.947,2.209,10.000,-32.712,10.000,-32.712,19.201,1.000,0.393
27141,19.860,2027.799,17657.133,0.968,2.174,9.987,-32.713,9.987,-32.713,19.024,1.000,0.417
27148,19.789,8891.042,17590.922,0.964,2.192,9.534,-32.718,9.534,-32.718,19.739,1.000,0.674
27170,19.643,7982.433,17671.018,0.929,2.199,9.594,-32.713,9.594,-32.713,19.579,1.000,0.603
27171,20.444,14091.109,17545.592,0.980,2.194,9.191,-32.720,9.191,-32.720,19.707,1.000,0.412
27207,21.088,8371.364,17626.672,0.983,2.065,9.568,-32.716,9.569,-32.716,20.891,1.000,0.632
27218,18.777,15889.079,17507.301,0.880,2.407,9.072,-32.722,9.072,-32.722,18.361,1.000,0.513
27242,21.320,7483.199,15823.673,0.983,2.112,9.627,-32.816,9.627,-32.816,21.051,0.999,0.550
27266,18.874,6823.687,15826.287,0.959,2.103,9.671,-32.816,9.671,-32.816,18.827,1.000,0.481
27269,15.520,7248.281,17566.307,0.998,2.349,9.643,-32.719,9.643,-32.719,15.471,1.000,0.476
27286,15.540,10452.388,17483.840,0.997,2.293,9.431,-32.724,9.431,-32.724,15.541,1.000,0.639
27303,18.766,12606.776,17485.557,0.909,2.322,9.289,-32.723,9.289,-32.723,18.793,1.000,0.404
27305,18.441,10594.167,17597.184,0.940,2.241,9.422,-32.717,9.422,-32.717,18.443,1.000,0.630
27307,15.736,8432.185,17517.164,0.996,2.228,9.564,-32.722,9.565,-32.722,15.742,1.000,0.673
27310,17.938,3440.601,17568.201,0.911,2.324,9.894,-32.718,9.894,-32.718,17.895,1.000,0.498
27343,16.536,11619.853,17466.863,0.861,4.869,9.354,-32.725,9.354,-32.725,17.086,1.000,0.607
27345,16.732,13156.263,17518.920,0.986,2.370,9.252,-32.721,9.253,-32.722,16.798,1.000,0.326
27348,14.558,11609.652,17482.391,0.999,4.232,9.355,-32.724,9.355,-32.724,13.440,1.000,1.045
27350,20.671,8938.983,17516.771,0.983,2.111,9.531,-32.722,9.531,-32.722,20.550,0.997,0.660
27356,21.733,12836.830,17247.469,0.982,2.162,9.274,-32.737,9.274,-32.737,20.980,0.999,0.277
27379,14.057,1601.919,17473.123,0.974,4.605,10.015,-32.723,10.016,-32.723,14.064,1.000,0.371
27414,20.889,4702.121,17491.943,0.983,2.137,9.811,-32.723,9.811,-32.723,20.825,1.000,0.473
27419,18.815,13951.323,17359.856,0.889,2.371,9.200,-32.730,9.200,-32.730,18.767,1.000,0.353
27425,21.115,8862.228,17483.896,0.982,2.105,9.536,-32.724,9.536,-32.724,20.645,1.000,0.680
27431,18.905,6085.775,17395.188,0.945,2.202,9.719,-32.728,9.719,-32.729,18.718,1.000,0.473
27455,21.051,7777.889,17391.477,0.979,2.070,9.608,-32.729,9.608,-32.729,20.427,1.000,0.583
27477,13.282,16716.945,17367.779,0.845,6.306,9.017,-32.729,9.017,-32.729,12.773,1.000,0.546
27484,16.828,9795.006,15750.004,0.867,2.221,9.474,-32.820,9.475,-32.820,16.864,1.000,0.418
27506,21.477,4208.650,17398.975,0.980,2.045,9.843,-32.728,9.843,-32.728,20.841,1.000,0.538
27509,18.814,13726.614,17414.609,0.927,2.335,9.215,-32.727,9.215,-32.727,18.762,1.000,0.334
27511,19.441,12244.678,17411.510,0.946,2.222,9.313,-32.728,9.313,-32.728,18.792,1.000,0.467
27515,19.982,7692.384,17290.812,0.884,2.922,9.613,-32.734,9.613,-32.734,20.194,0.996,0.566
27530,19.744,7703.143,17318.920,0.894,2.697,9.613,-32.733,9.613,-32.733,19.807,1.000,0.557
27539,20.744,7110.029,17331.504,0.983,2.136,9.652,-32.732,9.652,-32.732,20.532,1.000,0.473
27542,18.397,1671.688,15840.682,0.901,2.188,10.011,-32.814,10.011,-32.814,18.017,1.000,0.477
27547,17.188,15957.593,17385.065,0.919,2.461,9.067,-32.728,9.068,-32.728,17.197,1.000,0.465
27549,15.388,7659.849,17323.141,0.998,2.412,9.615,-32.733,9.616,-32.733,15.102,0.993,0.535
27580,20.610,8362.483,17352.199,0.981,2.077,9.569,-32.731,9.569,-32.731,20.497,1.000,0.638
27590,20.816,17057.443,17360.354,0.938,2.348,8.995,-32.729,8.995,-32.730,20.526,1.000,0.461
27606,14.533,2881.896,17288.543,0.980,3.312,9.931,-32.734,9.931,-32.734,14.292,1.000,0.478
27609,18.635,10965.933,17300.250,0.931,2.225,9.397,-32.734,9.397,-32.734,18.596,1.000,0.616
27613,17.348,14659.112,17322.685,0.899,2.437,9.153,-32.732,9.153,-32.732,17.349,1.000,0.515
27615,19.738,12143.030,17281.949,0.962,2.211,9.319,-32.735,9.319,-32.735,19.103,1.000,0.419
27630,19.489,4647.599,17338.221,0.956,2.168,9.814,-32.731,9.815,-32.731,19.392,1.000,0.513
27640,19.982,2973.461,15861.283,0.970,2.058,9.925,-32.813,9.925,-32.813,19.593,1.000,0.581
27644,20.993,1778.039,18836.844,0.981,2.062,10.003,-32.648,10.004,-32.648,20.628,1.000,0.431
27662,18.837,10728.350,17282.746,0.941,2.204,9.413,-32.735,9.413,-32.735,18.736,1.000,0.573
27680,16.418,15722.932,17275.361,0.995,2.456,9.083,-32.735,9.083,-32.735,16.390,1.000,0.494
27681,20.131,8973.523,17313.180,0.978,2.121,9.529,-32.733,9.529,-32.733,20.068,1.000,0.645
27713,14.866,7930.619,17243.926,0.992,2.933,9.598,-32.737,9.598,-32.737,14.699,1.000,0.604
27731,17.055,1954.122,17268.117,0.930,2.279,9.992,-32.735,9.992,-32.735,16.390,0.998,0.373
27763,21.014,11362.699,17249.695,0.983,2.145,9.371,-32.737,9.371,-32.737,20.283,1.000,0.534
27767,20.179,3516.469,17248.883,0.963,2.168,9.889,-32.736,9.889,-32.736,20.132,1.000,0.543
27788,20.949,11050.878,17148.490,0.982,2.072,9.391,-32.742,9.392,-32.742,20.265,1.000,0.603
27803,20.369,9240.969,17228.996,0.982,2.124,9.511,-32.738,9.511,-32.738,19.803,1.000,0.621
27808,21.722,6969.195,17202.082,0.981,2.237,9.661,-32.739,9.661,-32.739,21.061,0.999,0.479
27811,16.090,15278.291,16960.975,0.996,2.836,9.112,-32.752,9.112,-32.752,16.187,1.000,0.432
27818,21.024,13458.013,17207.320,0.979,2.216,9.233,-32.739,9.233,-32.739,20.856,1.000,0.317
27825,20.908,6299.307,15817.458,0.923,2.194,9.705,-32.816,9.706,-32.816,20.927,0.995,0.435
27834,20.393,3952.677,17166.981,0.981,2.100,9.860,-32.741,9.860,-32.741,19.659,1.000,0.543
27835,15.110,11300.958,16999.469,0.997,2.667,9.375,-32.750,9.375,-32.751,14.936,1.000,0.587
27854,17.240,3650.250,15864.821,0.914,2.189,9.881,-32.813,9.881,-32.813,17.218,1.000,0.576
27856,21.014,3934.084,17146.641,0.981,2.087,9.862,-32.742,9.862,-32.742,20.672,1.000,0.566
27872,20.461,9013.417,17134.342,0.977,2.073,9.526,-32.743,9.526,-32.743,20.194,1.000,0.656
27875,18.646,9216.489,16978.945,0.897,2.206,9.513,-32.752,9.513,-32.752,18.654,1.000,0.597
27876,15.085,10838.811,17121.242,0.997,2.665,9.405,-32.744,9.406,-32.744,14.956,1.000,0.585
27883,21.866,3335.714,17146.824,0.980,2.013,9.901,-32.742,9.901,-32.742,21.021,0.981,0.554
27904,19.425,13660.124,17131.447,0.955,2.261,9.219,-32.743,9.219,-32.743,18.621,1.000,0.309
27915,21.005,4785.865,16991.660,0.983,2.162,9.805,-32.751,9.805,-32.751,20.484,1.000,0.505
27940,19.598,3757.055,17122.873,0.917,2.261,9.873,-32.743,9.873,-32.743,19.125,1.000,0.481
27942,18.437,13225.413,17082.031,0.939,2.293,9.248,-32.746,9.248,-32.746,18.184,0.998,0.316
27945,15.969,9400.363,17077.924,0.996,2.250,9.501,-32.746,9.501,-32.746,15.921,0.999,0.550
27976,21.727,10778.890,17116.947,0.980,2.271,9.409,-32.744,9.410,-32.744,20.968,0.999,0.590
27984,22.508,6361.491,17117.547,0.972,2.010,9.701,-32.744,9.701,-32.744,21.019,1.000,0.437
27996,18.032,4411.273,17072.769,0.991,2.217,9.830,-32.746,9.830,-32.746,18.027,1.000,0.521
28022,20.251,6782.101,17034.354,0.923,2.377,9.673,-32.749,9.674,-32.749,19.785,1.000,0.513
28027,18.893,9679.172,17161.795,0.943,2.179,9.482,-32.742,9.482,-32.742,18.845,1.000,0.545
28031,20.279,13510.569,17008.805,0.974,2.206,9.229,-32.750,9.229,-32.750,20.040,1.000,0.286
28034,21.579,12568.025,17176.516,0.984,2.098,9.291,-32.741,9.291,-32.741,20.829,0.998,0.394
28053,20.358,4721.824,16999.178,0.980,2.120,9.810,-32.750,9.810,-32.750,19.663,1.000,0.539
28058,15.849,4514.423,17001.496,0.953,2.132,9.823,-32.750,9.823,-32.750,15.893,1.000,0.553
28069,19.398,2144.998,17031.488,0.945,2.165,9.980,-32.748,9.980,-32.748,19.355,1.000,0.424
28075,18.104,5613.998,16995.275,0.904,2.218,9.751,-32.751,9.751,-32.751,18.110,1.000,0.461
28084,12.285,6825.186,16905.914,0.845,11.271,9.671,-32.756,9.671,-32.756,11.728,1.000,0.233
28102,21.090,14173.972,16921.922,0.869,4.638,9.185,-32.754,9.185,-32.755,21.210,0.999,0.347
28119,15.584,13334.095,16943.340,0.995,2.263,9.241,-32.753,9.241,-32.753,15.626,1.000,0.309
28128,17.007,8784.589,17003.283,0.899,2.390,9.541,-32.750,9.541,-32.750,17.033,1.000,0.551
28130,17.606,5219.049,16980.098,0.920,2.235,9.777,-32.751,9.777,-32.751,17.626,1.000,0.468
28138,20.137,9049.011,16985.481,0.979,2.107,9.524,-32.751,9.524,-32.751,20.038,1.000,0.636
28163,20.049,5203.877,16920.273,0.974,2.113,9.778,-32.755,9.778,-32.755,19.475,1.000,0.508
28164,20.338,16881.807,16989.500,0.942,2.408,9.006,-32.750,9.006,-32.750,19.729,1.000,0.424
28173,11.724,15365.058,17059.309,0.845,16.426,9.107,-32.747,9.107,-32.747,11.127,1.000,0.703
28180,13.046,14098.534,16902.193,0.845,7.405,9.190,-32.756,9.190,-32.756,12.549,1.000,0.640
28200,18.604,16571.594,16935.115,0.908,2.413,9.027,-32.753,9.027,-32.753,18.513,1.000,0.418
28206,19.409,16008.038,17335.113,0.907,2.394,9.064,-32.731,9.064,-32.731,18.660,1.000,0.380
28219,18.473,2778.110,16946.746,0.907,2.223,9.938,-32.753,9.938,-32.753,18.490,1.000,0.480
28224,17.627,6303.546,16956.725,0.961,2.176,9.705,-32.753,9.705,-32.753,17.413,0.998,0.416
28242,20.716,9543.048,16944.316,0.981,2.041,9.491,-32.754,9.491,-32.754,20.393,1.000,0.536
28250,19.184,11188.837,15872.560,0.879,2.667,9.382,-32.813,9.382,-32.813,19.339,0.999,0.516
28255,21.004,3792.740,16897.344,0.981,2.146,9.871,-32.756,9.871,-32.756,20.923,0.992,0.568
28265,21.333,8300.679,17335.150,0.981,2.066,9.573,-32.732,9.573,-32.732,21.049,1.000,0.634
28271,18.275,13013.259,16902.576,0.929,2.258,9.262,-32.756,9.262,-32.756,18.305,1.000,0.313
28277,16.566,2231.167,16744.271,0.947,2.283,9.974,-32.764,9.974,-32.764,16.620,1.000,0.421
28281,17.768,2620.418,16895.000,0.942,2.217,9.948,-32.756,9.948,-32.756,17.798,1.000,0.458
28330,20.967,5129.392,16874.803,0.983,2.094,9.783,-32.757,9.783,-32.757,20.941,0.998,0.502
28341,15.676,10526.412,16829.178,0.997,2.229,9.426,-32.760,9.426,-32.760,15.674,1.000,0.547
28357,16.106,7689.811,16842.533,0.990,2.334,9.614,-32.759,9.614,-32.759,16.129,1.000,0.542
28366,19.167,7806.483,16856.830,0.927,2.153,9.606,-32.758,9.606,-32.759,18.855,1.000,0.565
28380,19.622,10022.133,16827.969,0.951,2.161,9.459,-32.760,9.460,-32.760,19.581,1.000,0.488
28400,21.113,11180.284,16855.893,0.981,2.087,9.383,-32.758,9.383,-32.759,20.379,1.000,0.579
28402,16.999,16280.057,16765.481,0.920,2.467,9.046,-32.763,9.046,-32.763,17.014,1.000,0.415
28403,15.356,5831.485,16769.648,0.999,2.411,9.736,-32.763,9.736,-32.763,15.314,1.000,0.468
28407,20.793,6240.594,15926.357,0.981,2.038,9.709,-32.810,9.709,-32.810,20.688,1.000,0.446
28414,14.816,12306.270,16732.771,0.993,2.866,9.309,-32.765,9.309,-32.765,14.644,1.000,0.418
28428,18.823,13646.394,16777.481,0.921,2.291,9.220,-32.763,9.220,-32.763,18.783,1.000,0.316
28437,21.095,10030.331,16783.602,0.979,2.201,9.459,-32.763,9.459,-32.763,20.988,0.998,0.508
28443,19.093,4218.046,16808.918,0.961,2.175,9.843,-32.761,9.843,-32.761,18.928,1.000,0.520
28453,20.375,14573.342,16778.486,0.978,2.188,9.159,-32.762,9.159,-32.762,19.701,1.000,0.385
28478,20.386,16594.266,16755.900,0.956,2.381,9.025,-32.763,9.025,-32.763,20.235,1.000,0.442
28503,18.070,2229.248,16778.785,0.858,2.305,9.974,-32.762,9.974,-32.762,18.086,1.000,0.426
28506,20.818,13094.542,16763.279,0.980,2.155,9.256,-32.763,9.257,-32.764,20.719,0.994,0.320
28511,13.619,5948.267,16744.242,0.938,5.517,9.729,-32.765,9.729,-32.765,13.381,1.000,0.457
28519,19.521,16150.488,16773.943,0.919,2.389,9.055,-32.762,9.055,-32.762,19.053,1.000,0.449
28523,16.109,2399.406,16701.332,0.877,2.384,9.963,-32.766,9.963,-32.766,16.143,1.000,0.401
28528,14.665,3111.436,16673.207,0.985,3.124,9.916,-32.768,9.916,-32.768,14.493,1.000,0.538
28544,15.814,9204.509,16702.234,0.922,2.174,9.513,-32.767,9.514,-32.767,15.797,1.000,0.577
28550,17.056,6042.821,16723.639,0.890,2.215,9.722,-32.766,9.722,-32.766,16.924,0.999,0.457
28555,19.742,7409.761,16741.104,0.973,2.132,9.632,-32.765,9.632,-32.765,19.176,1.000,0.527
28568,14.899,17176.707,16669.537,0.986,2.863,8.987,-32.768,8.987,-32.768,14.776,1.000,0.446
28569,15.574,9506.405,16693.604,0.997,2.238,9.493,-32.768,9.494,-32.768,15.531,1.000,0.515
28576,20.591,9941.286,16730.310,0.982,2.030,9.465,-32.766,9.465,-32.766,20.216,1.000,0.499
28590,13.174,7541.959,16538.947,0.845,7.165,9.623,-32.776,9.623,-32.776,12.829,1.000,0.703
28603,20.919,9311.935,16720.769,0.986,2.040,9.506,-32.766,9.506,-32.766,20.803,0.999,0.557
28605,18.640,5571.841,16709.699,0.959,2.159,9.753,-32.766,9.754,-32.767,18.267,1.000,0.451
28612,19.775,5907.339,16682.033,0.913,2.282,9.731,-32.768,9.731,-32.768,19.782,1.000,0.468
28616,16.959,12128.674,16670.504,0.964,2.230,9.320,-32.769,9.320,-32.769,16.875,1.000,0.411
28620,20.377,6599.430,16712.201,0.977,2.072,9.686,-32.766,9.686,-32.767,20.308,1.000,0.456
28625,20.164,10295.866,16656.656,0.977,2.103,9.441,-32.770,9.441,-32.770,20.063,1.000,0.486
28630,20.777,9336.478,17533.607,0.983,2.147,9.505,-32.721,9.505,-32.721,20.330,1.000,0.621
28659,18.785,3529.782,16664.775,0.939,2.182,9.888,-32.769,9.888,-32.769,18.774,1.000,0.562
28681,19.611,17105.508,16641.473,0.887,2.431,8.991,-32.769,8.992,-32.769,19.599,1.000,0.425
28692,20.263,6462.928,16627.639,0.971,2.118,9.695,-32.771,9.695,-32.771,20.147,0.983,0.460
28721,19.534,10916.243,16851.565,0.916,2.487,9.400,-32.759,9.401,-32.759,19.612,1.000,0.500
28725,15.257,15108.212,16576.125,0.998,2.528,9.123,-32.774,9.123,-32.774,15.185,1.000,0.448
28726,18.257,8925.076,16412.850,0.935,2.172,9.532,-32.783,9.532,-32.783,18.137,1.000,0.582
28742,20.926,14917.970,16556.721,0.984,2.204,9.136,-32.775,9.136,-32.775,20.385,1.000,0.419
28748,20.579,15878.339,15983.854,0.982,2.216,9.072,-32.806,9.072,-32.806,20.468,0.994,0.420
28763,14.814,15093.790,17742.193,0.990,2.949,9.125,-32.709,9.125,-32.709,14.650,1.000,0.553
28772,18.680,3686.944,16557.080,0.950,2.185,9.878,-32.775,9.878,-32.775,18.643,1.000,0.569
28786,14.297,13867.162,16339.128,0.982,3.636,9.205,-32.787,9.205,-32.787,14.107,1.000,0.340
28798,21.050,8503.475,16514.100,0.981,2.088,9.560,-32.778,9.560,-32.778,20.558,1.000,0.666
28804,19.447,3155.454,16592.820,0.928,2.168,9.913,-32.772,9.913,-32.773,19.332,1.000,0.492
28816,21.185,13325.005,16582.301,0.982,2.212,9.241,-32.773,9.241,-32.774,20.847,0.997,0.316
28830,21.304,9440.213,16553.565,0.982,2.019,9.498,-32.775,9.498,-32.775,20.955,0.999,0.539
28837,21.677,8972.529,16576.977,0.974,1.989,9.529,-32.774,9.529,-32.774,20.446,1.000,0.603
28860,21.015,2150.328,16479.107,0.983,2.097,9.980,-32.779,9.980,-32.779,20.530,1.000,0.430
28886,21.287,15604.571,16559.549,0.910,2.478,9.091,-32.774,9.091,-32.774,20.950,1.000,0.506
28889,19.451,5116.567,16524.389,0.958,2.135,9.784,-32.777,9.784,-32.777,18.986,1.000,0.487
28923,18.909,8898.074,16568.481,0.929,2.151,9.534,-32.775,9.534,-32.775,18.378,1.000,0.606
28924,20.847,2386.035,16507.266,0.983,2.085,9.964,-32.777,9.964,-32.777,20.219,1.000,0.436
28945,14.984,8582.494,16399.654,0.996,2.812,9.555,-32.784,9.555,-32.784,14.812,1.000,0.661
28962,20.620,4414.455,16495.106,0.982,2.034,9.830,-32.778,9.830,-32.778,20.144,1.000,0.465
28978,21.150,3212.774,16439.594,0.982,2.051,9.909,-32.781,9.909,-32.781,20.384,1.000,0.567
28981,20.091,11605.861,16485.326,0.968,2.183,9.355,-32.779,9.355,-32.779,20.013,1.000,0.487
29003,20.588,16066.726,16474.565,0.978,2.302,9.060,-32.779,9.060,-32.779,20.523,1.000,0.421
29018,18.261,9907.841,16451.316,0.939,2.183,9.467,-32.781,9.467,-32.781,18.215,1.000,0.400
29022,12.376,8101.046,16363.853,0.845,12.045,9.586,-32.786,9.587,-32.786,12.037,1.000,1.171
29033,19.969,14037.999,16444.074,0.976,2.196,9.194,-32.781,9.194,-32.781,19.941,1.000,0.314
29043,19.029,12307.026,16327.490,0.940,2.168,9.308,-32.788,9.308,-32.788,18.996,1.000,0.353
29052,18.484,2297.283,16427.598,0.930,2.168,9.970,-32.781,9.970,-32.782,18.469,1.000,0.450
29053,20.019,16495.717,16407.303,0.948,2.312,9.032,-32.783,9.032,-32.783,19.947,1.000,0.426
29061,21.051,12874.783,16393.266,0.985,2.140,9.271,-32.784,9.271,-32.784,20.800,1.000,0.324
29065,15.014,12780.102,16358.768,0.999,2.613,9.277,-32.786,9.277,-32.786,14.944,1.000,0.291
29089,15.666,16150.288,16352.184,0.994,2.300,9.054,-32.786,9.055,-32.786,15.741,1.000,0.416
29093,20.715,16028.212,16389.221,0.954,2.322,9.063,-32.784,9.063,-32.784,20.217,1.000,0.412
29129,14.192,11233.397,16322.756,0.977,3.992,9.379,-32.788,9.380,-32.788,13.793,1.000,0.489
29135,20.765,12722.444,16351.772,0.981,2.184,9.281,-32.786,9.281,-32.786,20.722,1.000,0.325
29138,19.647,6194.071,15994.352,0.971,2.074,9.712,-32.806,9.712,-32.806,19.180,1.000,0.401
29145,20.898,16093.071,16282.897,0.978,2.272,9.058,-32.790,9.058,-32.790,20.803,1.000,0.424
29148,19.497,13494.507,16353.016,0.943,2.215,9.230,-32.786,9.230,-32.786,19.429,1.000,0.281
29154,21.690,16224.418,16103.132,0.867,2.274,9.049,-32.800,9.050,-32.800,21.033,0.999,0.429
29202,21.561,9843.081,16296.115,0.979,2.099,9.471,-32.790,9.471,-32.790,21.009,0.999,0.435
29209,21.144,3344.007,16341.010,0.981,2.075,9.901,-32.787,9.901,-32.787,20.149,1.000,0.581
29217,15.657,9999.690,17552.641,0.990,2.342,9.461,-32.720,9.461,-32.720,15.675,0.999,0.584
29240,17.260,14304.781,16282.738,0.898,2.310,9.176,-32.790,9.176,-32.790,17.260,1.000,0.345
29260,17.729,13603.561,16293.419,0.925,2.277,9.223,-32.789,9.223,-32.790,17.754,1.000,0.281
29265,21.105,16136.483,16029.043,0.978,2.302,9.055,-32.804,9.055,-32.804,20.835,0.997,0.407
29287,21.043,16439.646,16280.495,0.927,2.391,9.035,-32.790,9.035,-32.790,20.957,0.993,0.417
29301,18.628,10640.345,16225.003,0.900,2.156,9.419,-32.794,9.419,-32.794,18.634,1.000,0.460
29303,13.716,3595.875,16186.839,0.964,5.072,9.884,-32.795,9.884,-32.795,13.569,1.000,0.570
29321,17.939,9915.180,16227.621,0.915,2.150,9.466,-32.793,9.467,-32.794,17.950,1.000,0.430
